TKPH,Tire Wear (%),Remaining Tire Life (Hours),Fuel Consumption (L/h),Tire Failure Risk,Maintenance Alert
502,39.468118935377575,598.8023952095808,9.45286013619079,3,1
86,8.240576877984907,1023.8907849829352,4.778889766004702,0,0
209,18.860476435658857,846.262341325811,4.77340309968926,1,0
58,5.635005256320147,1075.268817204301,4.286803108771767,0,0
282,24.572631546691102,767.2634271099744,6.130252671205955,1,0
148,13.75688850579545,925.9259259259259,4.900596267894232,0,0
257,22.663178623455092,792.6023778071334,5.44504094893829,1,0
180,16.4729788588728,882.3529411764707,4.757479556705147,1,0
453,36.42818663735857,629.5907660020986,9.65174187355833,3,1
201,18.20875684461406,855.9201141226818,4.745276859235976,1,0
103,9.78730265184835,995.0248756218906,4.927707350815974,0,0
169,15.549109661396566,896.8609865470852,4.798844679303103,1,0
469,37.43724168436893,619.1950464396284,9.57976299847674,3,1
471,37.56224215885888,617.9196704428424,9.569777942590129,3,1
153,14.18702781886062,918.8361408882082,4.876502151760269,1,0
303,26.14009036295174,747.1980074719802,6.82366295612164,2,1
276,24.118706923875866,773.1958762886597,5.948773228402873,1,0
161,14.870792889284889,907.715582450832,4.836672966529135,1,0
559,42.82194413875791,566.5722379603399,9.901958273258112,3,1
522,40.6667304876948,587.0841487279844,9.480402316849137,3,1
148,13.75688850579545,925.9259259259259,4.900596267894232,0,0
202,18.29050720577634,854.7008547008547,4.747664092773347,1,0
387,32.090890507336326,676.4374295377678,9.298511123313416,2,1
212,19.10353024335002,842.6966292134832,4.789516191418011,1,0
210,18.941575402981293,845.0704225352113,4.778424227586412,1,0
447,36.04560917251991,633.5797254487856,9.67101191541287,2,1
326,27.819481256828414,726.3922518159806,7.62460741594808,2,1
553,42.47784453708362,569.8005698005699,9.797074618474003,3,1
441,35.66072934270438,637.6195536663124,9.683579434507068,2,1
184,16.806419617332825,877.1929824561404,4.747230692644276,1,0
244,21.65123657371375,806.4516129032259,5.17401387263833,1,0
450,36.23718483782267,631.578947368421,9.662118485241757,3,1
82,7.87280413036513,1030.9278350515465,4.727606381319173,0,0
509,39.89036252610247,594.6481665014867,9.449549643383595,3,1
519,40.48846341224499,588.8125613346417,9.468558027873888,3,1
424,34.55761180911414,649.3506493506494,9.670366855911354,2,1
71,6.853810787240788,1050.7880910683014,4.55365176285172,0,0
87,8.332290436684776,1022.1465076660988,4.790719178835554,0,0
279,24.34600967849526,770.2182284980744,6.038349327743816,1,0
414,33.89990487340876,656.4551422319474,9.620618367145731,2,1
487,38.55329670553692,607.90273556231,9.494972422314877,3,1
332,28.251267714555674,721.1538461538461,7.829291332326735,2,1
76,7.318379344061777,1041.6666666666667,4.638710143975583,0,0
275,24.042787677503153,774.1935483870967,5.919459674429608,1,0
326,27.819481256828414,726.3922518159806,7.62460741594808,2,1
333,28.322980584430102,720.2881152460985,7.8629605105723845,2,1
530,41.139503032164484,582.5242718446602,9.527224578387193,3,1
502,39.468118935377575,598.8023952095808,9.45286013619079,3,1
565,43.16398532424596,563.3802816901409,10.02098075009791,3,1
596,44.89887210086593,547.4452554744526,10.837706868914609,3,1
241,21.415837361165448,809.7165991902834,5.1207844804507285,1,0
98,9.335109624607906,1003.3444816053512,4.895211520788168,0,0
561,42.936185970567976,565.5042412818096,9.940077926475384,3,1
66,6.386913570838115,1060.0706713780917,4.458715100118265,0,0
221,19.82833197098047,832.1775312066575,4.857441992550728,1,0
269,23.585674435180103,780.2340702210663,5.749697048911219,1,0
207,18.698035001242896,848.6562942008486,4.764390596449806,1,0
526,40.90358953184374,584.7953216374269,9.500970068792402,3,1
95,9.062706553176858,1008.4033613445379,4.871300087687414,0,0
422,34.426596060655825,650.7592190889371,9.663149312585366,2,1
567,43.27754375731159,562.3242736644797,10.063730480444397,3,1
148,13.75688850579545,925.9259259259259,4.900596267894232,0,0
86,8.240576877984907,1023.8907849829352,4.778889766004702,0,0
329,28.035698325292458,723.7635705669481,7.727475672429869,2,1
398,32.833797233799025,668.1514476614699,9.464385315028139,2,1
546,42.0737768619218,573.6137667304015,9.692854377524034,3,1
351,29.601624614437906,705.0528789659224,8.436932245682861,2,1
230,20.546639749666596,821.9178082191781,4.956308996366535,1,0
148,13.75688850579545,925.9259259259259,4.900596267894232,0,0
165,15.210629591208413,902.2556390977443,4.817254305856752,1,0
240,21.337213893344654,810.8108108108108,5.103835391164159,1,0
302,26.06619351104681,748.1296758104738,6.789204574865841,2,1
210,18.941575402981293,845.0704225352113,4.778424227586412,1,0
305,26.287662560837223,745.3416149068323,6.892837495727904,2,1
372,31.06457574757776,688.0733944954128,8.995526440831089,2,1
177,16.222021547700617,886.2629246676513,4.767049082058269,1,0
67,6.480479866322342,1058.2010582010582,4.47848454169532,0,0
372,31.06457574757776,688.0733944954128,8.995526440831089,2,1
337,28.609116009727998,716.8458781362008,7.996091657151202,2,1
204,18.45376288127073,852.2727272727274,4.75338225141676,1,0
539,41.66687079023612,577.4783445620789,9.608146289667781,3,1
435,35.27353329219653,641.711229946524,9.687969230082182,2,1
153,14.18702781886062,918.8361408882082,4.876502151760269,1,0
442,35.72503645444688,636.9426751592357,9.682014251929532,2,1
295,25.54684125340906,754.7169811320755,6.5511233351697635,1,0
225,20.148378124062294,827.5862068965517,4.897469882334903,1,0
88,8.423912327667438,1020.4081632653061,4.802154317137618,0,0
526,40.90358953184374,584.7953216374269,9.500970068792402,3,1
587,44.400723644216335,551.9779208831646,10.569522868078659,3,1
457,36.68196599372402,626.9592476489028,9.635944361831303,3,1
574,43.67321448779954,558.659217877095,10.225057459128635,3,1
555,42.592773880356404,568.7203791469193,9.83044741179601,3,1
85,8.148771559854262,1025.6410256410256,4.766664810452468,0,0
69,6.667331992179804,1054.481546572935,4.51685353037236,0,0
370,30.926566936264532,689.6551724137931,8.948708095811627,2,1
561,42.936185970567976,565.5042412818096,9.940077926475384,3,1
449,36.17339013062312,632.2444678609062,9.665257454713768,2,1
520,40.547945202980564,588.2352941176471,9.472173530914347,3,1
192,17.469313150831766,867.0520231213874,4.737001257946091,1,0
141,13.151068830233214,936.0374414976599,4.931077964217054,0,0
403,33.16879006764397,664.4518272425249,9.523853170998747,2,1
100,9.51625819640405,1000.0,4.909297426825682,0,0
239,21.258511762731214,811.9079837618403,5.087284754439107,1,0
174,15.970310234156859,890.2077151335311,4.778014811779265,1,0
199,18.04501066670744,858.3690987124463,4.741420861055725,1,0
363,30.44135665009049,695.2491309385863,8.773718872389836,2,1
391,32.36198439607109,673.4006734006734,9.364422679834528,2,1
354,29.8125032644606,702.576112412178,8.525133230559357,2,1
103,9.78730265184835,995.0248756218906,4.927707350815974,0,0
493,38.92087309341158,604.2296072507553,9.473388248296608,3,1
313,26.875008743111795,738.0073800738007,7.17181677000762,2,1
102,9.697044833112322,996.6777408637874,4.9219286509533795,0,0
54,5.256789349820168,1083.0324909747292,4.191957806884948,0,0
152,14.101171925887657,920.2453987730061,4.881417986316602,1,0
245,21.729546175813187,805.3691275167786,5.192547387375667,1,0
399,32.90092986465542,667.4082313681869,9.477070188249698,2,1
96,9.15359839312938,1006.7114093959732,4.879645473685325,0,0
318,27.239721158540455,733.4963325183373,7.3467391742925185,2,1
419,34.2295804732183,652.8835690968443,9.649813074715222,2,1
155,14.358482251638648,916.030534351145,4.8665806624332895,1,0
169,15.549109661396566,896.8609865470852,4.798844679303103,1,0
107,10.14743270096945,988.4678747940692,4.947330431636646,0,0
395,32.631996075113236,670.391061452514,9.423941341839774,2,1
523,40.726034100458754,586.5102639296186,9.485024307938813,3,1
166,15.295376581060038,900.9009009009009,4.81253757515914,1,0
176,16.138201666292595,887.5739644970415,4.770559041455522,1,0
442,35.72503645444688,636.9426751592357,9.682014251929532,2,1
107,10.14743270096945,988.4678747940692,4.947330431636646,0,0
562,42.99322126219865,564.9717514124294,9.95972353793271,3,1
145,13.49777068892587,930.2325581395348,4.914249329213982,0,0
167,15.380038866281176,899.5502248875562,4.80789182706533,1,0
537,41.55008778774176,578.5920925747348,9.587481725275461,3,1
286,24.873738405311396,763.3587786259542,6.256117733608356,1,0
321,27.457674900985886,730.8160779537151,7.451388269941597,2,1
238,21.17973089062296,813.0081300813008,5.071133190509586,1,0
496,39.103835892710315,602.4096385542168,9.46477297286522,3,1
296,25.62125719798204,753.7688442211055,6.584746440011957,1,0
125,11.750309741540455,960.0,4.973472144103956,0,0
203,18.37217585743901,853.4850640113797,4.750364250242603,1,0
484,38.368679808771034,609.7560975609756,9.507539738371742,3,1
135,12.628408831196559,944.8818897637796,4.95237988023383,0,0
334,28.39462177727915,719.4244604316547,7.896482509519879,2,1
269,23.585674435180103,780.2340702210663,5.749697048911219,1,0
118,11.130394738538262,970.873786407767,4.974410765770176,0,0
96,9.15359839312938,1006.7114093959732,4.879645473685325,0,0
143,13.324593110451111,933.1259720062208,4.922885925816586,0,0
502,39.468118935377575,598.8023952095808,9.45286013619079,3,1
253,22.353211817626217,796.8127490039841,5.354810792401372,1,0
267,23.432692853462612,782.2685788787484,5.69556734355338,1,0
523,40.726034100458754,586.5102639296186,9.485024307938813,3,1
481,38.18350822970742,611.6207951070337,9.521015638746103,3,1
390,32.294312550183534,674.1573033707865,9.348543345374605,2,1
600,45.11883639059736,545.4545454545454,10.963427081999566,4,1
338,28.680471210171778,715.9904534606204,8.02895148637769,2,1
303,26.14009036295174,747.1980074719802,6.82366295612164,2,1
406,33.36898325751137,662.251655629139,9.554825280993091,2,1
72,6.946910418879426,1048.9510489510487,4.571458348191687,0,0
571,43.503980407067374,560.2240896358543,10.153724626594643,3,1
149,13.843088510104174,924.4992295839753,4.895890314967455,0,0
229,20.46714664949061,823.0452674897119,4.9437506289477335,1,0
272,23.814573891016245,777.2020725388601,5.833234587132187,1,0
491,38.79859259986501,605.4490413723512,9.479986879232216,3,1
374,31.202308817102054,686.4988558352403,9.040880138847113,2,1
565,43.16398532424596,563.3802816901409,10.02098075009791,3,1
65,6.293253662259657,1061.9469026548672,4.438558185417193,0,0
385,31.95493637954123,677.9661016949152,9.263168233877,2,1
307,26.434939909274668,743.4944237918216,6.962303456481741,2,1
546,42.0737768619218,573.6137667304015,9.692854377524034,3,1
209,18.860476435658857,846.262341325811,4.77340309968926,1,0
524,40.78527843925187,585.9375,9.489990277839127,3,1
429,34.88400708189675,645.8557588805166,9.68282371935489,2,1
594,44.78855956930694,548.4460694698355,10.7762661532145,3,1
476,37.87365177525383,614.7540983606558,9.54492179567364,3,1
317,27.16692448742983,734.3941248470013,7.311784132307078,2,1
466,37.24927159526593,621.1180124223603,9.594586349883635,3,1
217,19.507003069499852,836.8200836820084,4.823539206246758,1,0
92,8.789485045490963,1013.5135135135135,4.843982996152448,0,0
334,28.39462177727915,719.4244604316547,7.896482509519879,2,1
446,35.981622793835285,634.2494714587738,9.6736131053324,2,1
61,5.917676022399032,1069.5187165775403,4.354099356319067,0,0
351,29.601624614437906,705.0528789659224,8.436932245682861,2,1
302,26.06619351104681,748.1296758104738,6.789204574865841,2,1
548,42.18951353294804,572.5190839694657,9.720632698238749,3,1
84,8.056874390487534,1027.3972602739727,4.754043202198075,0,0
139,12.977197154174846,938.9671361502348,4.938764345301143,0,0
467,37.311990958762294,620.4756980351602,9.58967644311472,3,1
164,15.125797811979325,903.6144578313252,4.822034132728773,1,0
245,21.729546175813187,805.3691275167786,5.192547387375667,1,0
550,42.30501896195133,571.4285714285714,9.750009793449296,3,1
542,41.84160794108629,575.8157389635317,9.642077290718243,3,1
124,11.662015911724911,961.5384615384615,4.974374257805711,0,0
462,36.99776600580877,623.7006237006237,9.613728278586583,3,1
425,34.62302148701527,648.6486486486486,9.67348711262349,2,1
469,37.43724168436893,619.1950464396284,9.57976299847674,3,1
326,27.819481256828414,726.3922518159806,7.62460741594808,2,1
443,35.789279291220474,636.2672322375397,9.680228271011316,2,1
506,39.70976284961579,596.4214711729622,9.44944403820319,3,1
241,21.415837361165448,809.7165991902834,5.1207844804507285,1,0
148,13.75688850579545,925.9259259259259,4.900596267894232,0,0
597,44.95394568738234,546.9462169553327,10.868791759288218,3,1
145,13.49777068892587,930.2325581395348,4.914249329213982,0,0
239,21.258511762731214,811.9079837618403,5.087284754439107,1,0
86,8.240576877984907,1023.8907849829352,4.778889766004702,0,0
418,34.16377715751728,653.5947712418301,9.644681327642965,2,1
574,43.67321448779954,558.659217877095,10.225057459128635,3,1
328,27.963698029469864,724.6376811594203,7.693292994977012,2,1
266,23.35608724989808,783.289817232376,5.668985753288753,1,0
322,27.53018096700971,729.92700729927,7.486172781543212,2,1
111,10.506125107096898,981.9967266775777,4.961565472236087,0,0
391,32.36198439607109,673.4006734006734,9.364422679834528,2,1
446,35.981622793835285,634.2494714587738,9.6736131053324,2,1
68,6.5739526422786465,1056.338028169014,4.497864602435317,0,0
226,20.228189833432573,826.4462809917355,4.9084497469084845,1,0
445,35.91757239676813,634.9206349206348,9.676020856457885,2,1
494,38.98192169093202,603.6217303822938,9.47033824784125,3,1
282,24.572631546691102,767.2634271099744,6.130252671205955,1,0
125,11.750309741540455,960.0,4.973472144103956,0,0
314,26.948097184057506,737.1007371007371,7.206814698206862,2,1
504,39.58906171441353,597.609561752988,9.450664683936438,3,1
433,35.14395081950239,643.0868167202572,9.687376806309562,2,1
555,42.592773880356404,568.7203791469193,9.83044741179601,3,1
416,34.031972951561094,655.0218340611353,9.633364443662153,2,1
193,17.55180258608918,865.8008658008657,4.736813529895095,1,0
118,11.130394738538262,970.873786407767,4.974410765770176,0,0
148,13.75688850579545,925.9259259259259,4.900596267894232,0,0
445,35.91757239676813,634.9206349206348,9.676020856457885,2,1
74,7.132830615871278,1045.2961672473868,4.60588084453764,0,0
518,40.42892210996788,589.3909626719056,9.465269090736532,3,1
533,41.31581991550534,580.8325266214908,9.550778654138941,3,1
200,18.12692469220182,857.1428571428572,4.743197504692072,1,0
193,17.55180258608918,865.8008658008657,4.736813529895095,1,0
88,8.423912327667438,1020.4081632653061,4.802154317137618,0,0
158,14.615021803151828,911.854103343465,4.851593693066946,1,0
91,8.698228910073425,1015.2284263959391,4.834109128880456,0,0
235,20.94291503712644,816.3265306122449,5.0250767424359,1,0
447,36.04560917251991,633.5797254487856,9.67101191541287,2,1
272,23.814573891016245,777.2020725388601,5.833234587132187,1,0
182,16.63986595842647,879.7653958944283,4.751972753864657,1,0
212,19.10353024335002,842.6966292134832,4.789516191418011,1,0
264,23.202646034329387,785.3403141361257,5.616812258143583,1,0
284,24.723335529380375,765.3061224489795,6.192731448071031,1,0
58,5.635005256320147,1075.268817204301,4.286803108771767,0,0
123,11.57363374391791,963.0818619582665,4.975030629995892,0,0
541,41.78342046013586,576.3688760806917,9.630373611612288,3,1
302,26.06619351104681,748.1296758104738,6.789204574865841,2,1
279,24.34600967849526,770.2182284980744,6.038349327743816,1,0
568,43.33423786177754,561.7977528089888,10.085671401345602,3,1
223,19.988515070544587,829.8755186721992,4.876681385833293,1,0
217,19.507003069499852,836.8200836820084,4.823539206246758,1,0
219,19.667828184637347,834.4923504867872,4.839734487811937,1,0
442,35.72503645444688,636.9426751592357,9.682014251929532,2,1
243,21.572848622844354,807.5370121130552,5.15587473920563,1,0
566,43.220792930384675,562.8517823639775,10.042166054800923,3,1
78,7.5035573456460725,1038.0622837370242,4.669941720229966,0,0
214,19.265161497731853,840.3361344537816,4.802032739383595,1,0
471,37.56224215885888,617.9196704428424,9.569777942590129,3,1
388,32.1587656735896,675.6756756756756,9.315586975859855,2,1
545,42.01582166601536,574.1626794258374,9.67956374669362,3,1
414,33.89990487340876,656.4551422319474,9.620618367145731,2,1
391,32.36198439607109,673.4006734006734,9.364422679834528,2,1
549,42.24729512380453,571.9733079122975,9.735121276765145,3,1
560,42.879093615118514,566.0377358490566,9.920822270848683,3,1
376,31.3397666957699,684.931506849315,9.084744627218154,2,1
266,23.35608724989808,783.289817232376,5.668985753288753,1,0
350,29.531191028128656,705.8823529411764,8.406986598718788,2,1
181,16.556464130421045,881.0572687224669,4.754634085171001,1,0
